shape_group_id,candidate_id,candidate_kind,status
m1_n1_k1_f32,fused_scalar,scalar_baseline,measured
m1_n1_k1_f32,whole_shape_vector_no_padding,whole_shape_vector_no_padding,compile_failed
m1_n1_k1_f32,whole_shape_vector_materialized_padding,whole_shape_vector_materialized_padding,measured
m1_n1_k1_f32,tiled_vector_full_tiles,tiled_vector_full_tiles,illegal
m1_n1_k1_f32,tiled_vector_materialized_tail,tiled_vector_materialized_tail,measured
m1_n1_k1_f32,tiled_vector_direct_k,tiled_vector_direct_cleanup,illegal
m1_n1_k1_f32,tiled_vector_direct_scalar,tiled_vector_direct_cleanup,lowering_incomplete
m1_n1_k1_f32,tiled_vector_specialized_tail,tiled_vector_specialized_tail,lowering_incomplete
m1_n1_k1_f32,tiled_vector_masked_transfer,tiled_vector_direct_cleanup,lowering_incomplete
m1_n1_k1_f32,unfused_vector,unfused_vector,lowering_incomplete
m2_n2_k2_f32,fused_scalar,scalar_baseline,measured
m2_n2_k2_f32,whole_shape_vector_no_padding,whole_shape_vector_no_padding,measured
m2_n2_k2_f32,whole_shape_vector_materialized_padding,whole_shape_vector_materialized_padding,measured
m2_n2_k2_f32,tiled_vector_full_tiles,tiled_vector_full_tiles,illegal
m2_n2_k2_f32,tiled_vector_materialized_tail,tiled_vector_materialized_tail,measured
m2_n2_k2_f32,tiled_vector_direct_k,tiled_vector_direct_cleanup,illegal
m2_n2_k2_f32,tiled_vector_direct_scalar,tiled_vector_direct_cleanup,lowering_incomplete
m2_n2_k2_f32,tiled_vector_specialized_tail,tiled_vector_specialized_tail,lowering_incomplete
m2_n2_k2_f32,tiled_vector_masked_transfer,tiled_vector_direct_cleanup,lowering_incomplete
m2_n2_k2_f32,unfused_vector,unfused_vector,lowering_incomplete
m3_n7_k5_f32,fused_scalar,scalar_baseline,measured
m3_n7_k5_f32,whole_shape_vector_no_padding,whole_shape_vector_no_padding,measured
m3_n7_k5_f32,whole_shape_vector_materialized_padding,whole_shape_vector_materialized_padding,measured
m3_n7_k5_f32,tiled_vector_full_tiles,tiled_vector_full_tiles,illegal
m3_n7_k5_f32,tiled_vector_materialized_tail,tiled_vector_materialized_tail,measured
m3_n7_k5_f32,tiled_vector_direct_k,tiled_vector_direct_cleanup,illegal
m3_n7_k5_f32,tiled_vector_direct_scalar,tiled_vector_direct_cleanup,lowering_incomplete
m3_n7_k5_f32,tiled_vector_specialized_tail,tiled_vector_specialized_tail,lowering_incomplete
m3_n7_k5_f32,tiled_vector_masked_transfer,tiled_vector_direct_cleanup,lowering_incomplete
m3_n7_k5_f32,unfused_vector,unfused_vector,lowering_incomplete
m4_n4_k4_f32,fused_scalar,scalar_baseline,measured
m4_n4_k4_f32,whole_shape_vector_no_padding,whole_shape_vector_no_padding,measured
m4_n4_k4_f32,whole_shape_vector_materialized_padding,whole_shape_vector_materialized_padding,measured
m4_n4_k4_f32,tiled_vector_full_tiles,tiled_vector_full_tiles,illegal
m4_n4_k4_f32,tiled_vector_materialized_tail,tiled_vector_materialized_tail,measured
m4_n4_k4_f32,tiled_vector_direct_k,tiled_vector_direct_cleanup,illegal
m4_n4_k4_f32,tiled_vector_direct_scalar,tiled_vector_direct_cleanup,lowering_incomplete
m4_n4_k4_f32,tiled_vector_specialized_tail,tiled_vector_specialized_tail,lowering_incomplete
m4_n4_k4_f32,tiled_vector_masked_transfer,tiled_vector_direct_cleanup,lowering_incomplete
m4_n4_k4_f32,unfused_vector,unfused_vector,lowering_incomplete
m4_n4_k8_f32,fused_scalar,scalar_baseline,measured
m4_n4_k8_f32,whole_shape_vector_no_padding,whole_shape_vector_no_padding,measured
m4_n4_k8_f32,whole_shape_vector_materialized_padding,whole_shape_vector_materialized_padding,measured
m4_n4_k8_f32,tiled_vector_full_tiles,tiled_vector_full_tiles,illegal
m4_n4_k8_f32,tiled_vector_materialized_tail,tiled_vector_materialized_tail,measured
m4_n4_k8_f32,tiled_vector_direct_k,tiled_vector_direct_cleanup,illegal
m4_n4_k8_f32,tiled_vector_direct_scalar,tiled_vector_direct_cleanup,lowering_incomplete
m4_n4_k8_f32,tiled_vector_specialized_tail,tiled_vector_specialized_tail,lowering_incomplete
m4_n4_k8_f32,tiled_vector_masked_transfer,tiled_vector_direct_cleanup,lowering_incomplete
m4_n4_k8_f32,unfused_vector,unfused_vector,lowering_incomplete
m5_n3_k7_f32,fused_scalar,scalar_baseline,measured
m5_n3_k7_f32,whole_shape_vector_no_padding,whole_shape_vector_no_padding,measured
m5_n3_k7_f32,whole_shape_vector_materialized_padding,whole_shape_vector_materialized_padding,measured
m5_n3_k7_f32,tiled_vector_full_tiles,tiled_vector_full_tiles,illegal
m5_n3_k7_f32,tiled_vector_materialized_tail,tiled_vector_materialized_tail,measured
m5_n3_k7_f32,tiled_vector_direct_k,tiled_vector_direct_cleanup,illegal
m5_n3_k7_f32,tiled_vector_direct_scalar,tiled_vector_direct_cleanup,lowering_incomplete
m5_n3_k7_f32,tiled_vector_specialized_tail,tiled_vector_specialized_tail,lowering_incomplete
m5_n3_k7_f32,tiled_vector_masked_transfer,tiled_vector_direct_cleanup,lowering_incomplete
m5_n3_k7_f32,unfused_vector,unfused_vector,lowering_incomplete
m7_n7_k7_f32,fused_scalar,scalar_baseline,measured
m7_n7_k7_f32,whole_shape_vector_no_padding,whole_shape_vector_no_padding,measured
m7_n7_k7_f32,whole_shape_vector_materialized_padding,whole_shape_vector_materialized_padding,measured
m7_n7_k7_f32,tiled_vector_full_tiles,tiled_vector_full_tiles,illegal
m7_n7_k7_f32,tiled_vector_materialized_tail,tiled_vector_materialized_tail,measured
m7_n7_k7_f32,tiled_vector_direct_k,tiled_vector_direct_cleanup,illegal
m7_n7_k7_f32,tiled_vector_direct_scalar,tiled_vector_direct_cleanup,lowering_incomplete
m7_n7_k7_f32,tiled_vector_specialized_tail,tiled_vector_specialized_tail,lowering_incomplete
m7_n7_k7_f32,tiled_vector_masked_transfer,tiled_vector_direct_cleanup,lowering_incomplete
m7_n7_k7_f32,unfused_vector,unfused_vector,lowering_incomplete
m8_n8_k1_f32,fused_scalar,scalar_baseline,measured
m8_n8_k1_f32,whole_shape_vector_no_padding,whole_shape_vector_no_padding,measured
m8_n8_k1_f32,whole_shape_vector_materialized_padding,whole_shape_vector_materialized_padding,measured
m8_n8_k1_f32,tiled_vector_full_tiles,tiled_vector_full_tiles,illegal
m8_n8_k1_f32,tiled_vector_materialized_tail,tiled_vector_materialized_tail,measured
m8_n8_k1_f32,tiled_vector_direct_k,tiled_vector_direct_cleanup,measured
m8_n8_k1_f32,tiled_vector_direct_scalar,tiled_vector_direct_cleanup,lowering_incomplete
m8_n8_k1_f32,tiled_vector_specialized_tail,tiled_vector_specialized_tail,lowering_incomplete
m8_n8_k1_f32,tiled_vector_masked_transfer,tiled_vector_direct_cleanup,lowering_incomplete
